model,preset,preset_label,gender,image_index,image_name,original_path,reference_path,modified_path,recognizer,cos_distance_original_modified,cos_distance_reference_modified,cos_similarity_original_modified,cos_similarity_reference_modified,identity_replacement_score
hyperswap_1a_256,preset_C,C - smoother boundary,male,1,male1.png,/srv/filaka-shared/diploma-new/test-img/male1.png,/srv/filaka-shared/diploma-new/test-img/male_prot.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_C/male/male1.png,adaface,1.0387617349624634,0.22184759378433228,-0.03876173496246338,0.7781524062156677,0.8169141411781311
hyperswap_1a_256,preset_C,C - smoother boundary,male,2,male2.png,/srv/filaka-shared/diploma-new/test-img/male2.png,/srv/filaka-shared/diploma-new/test-img/male_prot.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_C/male/male2.png,arcface,0.9120938777923584,0.2894538640975952,0.0879061222076416,0.7105461359024048,0.6226400136947632
hyperswap_1a_256,preset_C,C - smoother boundary,male,2,male2.png,/srv/filaka-shared/diploma-new/test-img/male2.png,/srv/filaka-shared/diploma-new/test-img/male_prot.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_C/male/male2.png,adaface,0.8874599933624268,0.32765746116638184,0.11254000663757324,0.6723425388336182,0.5598025321960449
hyperswap_1a_256,preset_C,C - smoother boundary,male,3,male3.png,/srv/filaka-shared/diploma-new/test-img/male3.png,/srv/filaka-shared/diploma-new/test-img/male_prot.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_C/male/male3.png,arcface,0.9783896803855896,0.2503647804260254,0.0216103196144104,0.7496352195739746,0.7280248999595642
hyperswap_1a_256,preset_C,C - smoother boundary,male,3,male3.png,/srv/filaka-shared/diploma-new/test-img/male3.png,/srv/filaka-shared/diploma-new/test-img/male_prot.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_C/male/male3.png,adaface,0.9857803583145142,0.3164599537849426,0.01421964168548584,0.6835400462150574,0.6693204045295715
hyperswap_1a_256,preset_C,C - smoother boundary,male,4,male4.png,/srv/filaka-shared/diploma-new/test-img/male4.png,/srv/filaka-shared/diploma-new/test-img/male_prot.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_C/male/male4.png,arcface,0.8834576606750488,0.21011894941329956,0.11654233932495117,0.7898810505867004,0.6733387112617493
hyperswap_1a_256,preset_C,C - smoother boundary,male,4,male4.png,/srv/filaka-shared/diploma-new/test-img/male4.png,/srv/filaka-shared/diploma-new/test-img/male_prot.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_C/male/male4.png,adaface,0.9380114078521729,0.22702503204345703,0.06198859214782715,0.772974967956543,0.7109863758087158
hyperswap_1a_256,preset_C,C - smoother boundary,male,5,male5.png,/srv/filaka-shared/diploma-new/test-img/male5.png,/srv/filaka-shared/diploma-new/test-img/male_prot.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_C/male/male5.png,arcface,0.9685608148574829,0.1825554370880127,0.03143918514251709,0.8174445629119873,0.7860053777694702
hyperswap_1a_256,preset_C,C - smoother boundary,male,5,male5.png,/srv/filaka-shared/diploma-new/test-img/male5.png,/srv/filaka-shared/diploma-new/test-img/male_prot.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_C/male/male5.png,adaface,1.0204890966415405,0.241693913936615,-0.020489096641540527,0.758306086063385,0.7787951827049255
hyperswap_1a_256,preset_D,D - high detail,female,1,female1.png,/srv/filaka-shared/diploma-new/test-img/female1.png,/srv/filaka-shared/diploma-new/test-img/female_prot.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_D/female/female1.png,arcface,1.0933047533035278,0.23339885473251343,-0.09330475330352783,0.7666011452674866,0.8599058985710144
hyperswap_1a_256,preset_D,D - high detail,female,1,female1.png,/srv/filaka-shared/diploma-new/test-img/female1.png,/srv/filaka-shared/diploma-new/test-img/female_prot.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_D/female/female1.png,adaface,1.034739375114441,0.21044540405273438,-0.03473937511444092,0.7895545959472656,0.8242939710617065
hyperswap_1a_256,preset_D,D - high detail,female,2,female2.png,/srv/filaka-shared/diploma-new/test-img/female2.png,/srv/filaka-shared/diploma-new/test-img/female_prot.png,/srv/filaka-shared/diploma-new/face-swap-experiment/processed_data/hyperswap_1a_256/preset_D/female/female2.png,arcface,0.9294835925102234,0.18357014656066895,0.07051640748977661,0.816429853439331,0.7459134459495544
